date,volume_na,volume_sa,volume_eu,volume_af,volume_as,volume_au,volume_ww
2020-01-18,0.00,0.00,0.00,0.00,0.00,0.00,671.56
2020-01-19,0.00,0.00,0.00,0.00,0.00,0.00,2544.00
2020-01-20,0.00,0.00,0.00,0.00,0.00,0.00,1506.39
2020-01-21,0.00,0.00,0.00,0.00,0.00,0.00,358.60
2020-01-22,0.00,0.00,0.00,0.00,0.00,0.00,693.54
2020-01-23,0.00,0.00,0.00,0.00,0.00,0.00,1218.40
2020-01-24,0.00,0.00,0.00,0.00,0.00,0.00,829.46
2020-01-25,0.00,0.00,0.00,0.00,0.00,0.00,701.61
2020-01-26,0.00,0.00,0.00,0.00,0.00,0.00,1361.39
2020-01-27,0.00,0.00,0.00,0.00,0.00,0.00,1889.31
2020-01-28,0.00,0.00,0.00,0.00,0.00,0.00,1860.99
2020-01-29,0.00,0.00,0.00,0.00,0.00,0.00,931.62
2020-01-30,0.00,0.00,0.00,0.00,0.00,0.00,912.40
2020-01-31,0.00,0.00,0.00,0.00,0.00,0.00,631.57
2020-02-01,0.00,0.00,0.00,0.00,0.00,0.00,668.56
2020-02-02,0.00,0.00,0.00,0.00,0.00,0.00,829.42
2020-02-03,0.00,0.00,0.00,0.00,0.00,0.00,1013.47
2020-02-04,0.00,0.00,0.00,0.00,0.00,0.00,1220.33
2020-02-05,0.00,0.00,0.00,0.00,0.00,0.00,818.57
2020-02-06,0.00,0.00,0.00,0.00,0.00,0.00,698.67
2020-02-07,0.00,0.00,0.00,0.00,0.00,0.00,1323.42
2020-02-08,0.00,0.00,0.00,0.00,0.00,0.00,956.57
2020-02-09,0.00,0.00,0.00,0.00,0.00,0.00,628.60
2020-02-10,0.00,0.00,0.00,0.00,0.00,0.00,1035.53
2020-02-11,0.00,0.00,0.00,0.00,0.00,0.00,1177.44
2020-02-12,0.00,0.00,0.00,0.00,0.00,0.00,890.51
2020-02-13,0.00,0.00,0.00,0.00,0.00,0.00,1682.20
2020-02-14,0.00,0.00,0.00,0.00,0.00,0.00,2019.05
2020-02-15,0.00,0.00,0.00,0.00,0.00,0.00,939.45
2020-02-16,0.00,0.00,0.00,0.00,0.00,0.00,987.46
2020-02-17,0.00,0.00,0.00,0.00,0.00,0.00,621.41
2020-02-18,0.00,0.00,0.00,0.00,0.00,0.00,960.38
2020-02-19,0.00,0.00,0.00,0.00,0.00,0.00,1426.42
2020-02-20,0.00,0.00,0.00,0.00,0.00,0.00,528.68
2020-02-21,0.00,0.00,0.00,0.00,0.00,0.00,929.61
2020-02-22,0.00,0.00,0.00,0.00,0.00,0.00,678.61
2020-02-23,0.00,0.00,0.00,0.00,0.00,0.00,708.54
2020-02-24,0.00,0.00,0.00,0.00,0.00,0.00,610.70
2020-02-25,0.00,0.00,0.00,0.00,0.00,0.00,982.46
2020-02-26,0.00,0.00,0.00,0.00,0.00,0.00,1956.16
2020-02-27,0.00,0.00,0.00,0.00,0.00,0.00,967.54
2020-02-28,0.00,0.00,0.00,0.00,0.00,0.00,833.55
2020-02-29,0.00,0.00,0.00,0.00,0.00,0.00,881.59
2020-03-01,0.00,0.00,0.00,0.00,0.00,0.00,724.68
2020-03-02,0.00,0.00,0.00,0.00,0.00,0.00,1308.55
2020-03-03,0.00,0.00,0.00,0.00,0.00,0.00,724.58
2020-03-04,0.00,0.00,0.00,0.00,0.00,0.00,987.41
2020-03-05,0.00,0.00,0.00,0.00,0.00,0.00,1142.47
2020-03-06,0.00,0.00,0.00,0.00,0.00,0.00,578.46
2020-03-07,0.00,0.00,0.00,0.00,0.00,0.00,1339.53
2020-03-08,0.00,0.00,0.00,0.00,0.00,0.00,1268.29
2020-03-09,0.00,0.00,0.00,0.00,0.00,0.00,541.65
2020-03-10,0.00,0.00,0.00,0.00,0.00,0.00,999.53
2020-03-11,0.00,0.00,0.00,0.00,0.00,0.00,707.51
2020-03-12,0.00,0.00,0.00,0.00,0.00,0.00,1003.65
2020-03-13,0.00,0.00,0.00,0.00,0.00,0.00,1155.46
2020-03-14,0.00,0.00,0.00,0.00,0.00,0.00,1037.43
2020-03-15,0.00,0.00,0.00,0.00,0.00,0.00,535.61
2020-03-16,0.00,0.00,0.00,0.00,0.00,0.00,851.59
2020-03-17,0.00,0.00,0.00,0.00,0.00,0.00,975.16
2020-03-18,0.00,0.00,0.00,0.00,0.00,0.00,1303.22
2020-03-19,0.00,0.00,0.00,0.00,0.00,0.00,585.68
2020-03-20,0.00,0.00,0.00,0.00,0.00,0.00,444.72
2020-03-21,0.00,0.00,0.00,0.00,0.00,0.00,865.68
2020-03-22,0.00,0.00,0.00,0.00,0.00,0.00,823.64
2020-03-23,0.00,0.00,0.00,0.00,0.00,0.00,829.76
2020-03-24,0.00,0.00,0.00,0.00,0.00,0.00,743.50
2020-03-25,0.00,0.00,0.00,0.00,0.00,0.00,683.60
2020-03-26,0.00,0.00,0.00,0.00,0.00,0.00,1060.52
2020-03-27,0.00,0.00,0.00,0.00,0.00,0.00,1783.25
2020-03-28,0.00,0.00,0.00,0.00,0.00,0.00,1098.53
2020-03-29,0.00,0.00,0.00,0.00,0.00,0.00,551.71
2020-03-30,0.00,0.00,0.00,0.00,0.00,0.00,621.73
2020-03-31,0.00,0.00,0.00,0.00,0.00,0.00,408.59
2020-04-01,0.00,0.00,0.00,0.00,0.00,0.00,206.78
2020-04-02,0.00,0.00,0.00,0.00,0.00,0.00,637.61
2020-04-03,0.00,0.00,0.00,0.00,0.00,0.00,676.67
2020-04-04,0.00,0.00,0.00,0.00,0.00,0.00,634.69
2020-04-05,0.00,0.00,0.00,0.00,0.00,0.00,438.66
2020-04-06,0.00,0.00,0.00,0.00,0.00,0.00,703.48
2020-04-07,0.00,0.00,0.00,0.00,0.00,0.00,1062.23
2020-04-08,0.00,0.00,0.00,0.00,0.00,0.00,833.54
2020-04-09,0.00,0.00,0.00,0.00,0.00,0.00,253.83
2020-04-10,0.00,0.00,0.00,0.00,0.00,0.00,516.81
2020-04-11,0.00,0.00,0.00,0.00,0.00,0.00,794.72
2020-04-12,0.00,0.00,0.00,0.00,0.00,0.00,884.56
2020-04-13,0.00,0.00,0.00,0.00,0.00,0.00,901.70
2020-04-14,0.00,0.00,0.00,0.00,0.00,0.00,764.54
2020-04-15,0.00,0.00,0.00,0.00,0.00,0.00,554.73
2020-04-16,0.00,0.00,0.00,0.00,0.00,0.00,291.83
2020-04-17,0.00,0.00,0.00,0.00,0.00,0.00,999.65
2020-04-18,0.00,0.00,0.00,0.00,0.00,0.00,544.78
2020-04-19,0.00,0.00,0.00,0.00,0.00,0.00,1139.66
2020-04-20,0.00,0.00,0.00,0.00,0.00,0.00,271.82
2020-04-21,0.00,0.00,0.00,0.00,0.00,0.00,640.53
2020-04-22,0.00,0.00,0.00,0.00,0.00,0.00,1575.39
2020-04-23,0.00,0.00,0.00,0.00,0.00,0.00,1286.51
2020-04-24,0.00,0.00,0.00,0.00,0.00,0.00,668.59
2020-04-25,0.00,0.00,0.00,0.00,0.00,0.00,689.53
2020-04-26,0.00,0.00,0.00,0.00,0.00,0.00,633.57
2020-04-27,0.00,0.00,0.00,0.00,0.00,0.00,676.50
2020-04-28,0.00,0.00,0.00,0.00,0.00,0.00,482.61
2020-04-29,0.00,0.00,0.00,0.00,0.00,0.00,486.74
2020-04-30,0.00,0.00,0.00,0.00,0.00,0.00,612.69
2020-05-01,0.00,0.00,0.00,0.00,0.00,0.00,425.63
2020-05-02,0.00,0.00,0.00,0.00,0.00,0.00,303.72
2020-05-03,0.00,0.00,0.00,0.00,0.00,0.00,711.75
2020-05-04,0.00,0.00,0.00,0.00,0.00,0.00,1099.54
2020-05-05,0.00,0.00,0.00,0.00,0.00,0.00,260.66
2020-05-06,0.00,0.00,0.00,0.00,0.00,0.00,446.66
2020-05-07,0.00,0.00,0.00,0.00,0.00,0.00,556.56
2020-05-08,0.00,0.00,0.00,0.00,0.00,0.00,473.71
2020-05-09,0.00,0.00,0.00,0.00,0.00,0.00,340.74
2020-05-10,0.00,0.00,0.00,0.00,0.00,0.00,956.60
2020-05-11,0.00,0.00,0.00,0.00,0.00,0.00,600.55
2020-05-12,0.00,0.00,0.00,0.00,0.00,0.00,678.59
2020-05-13,0.00,0.00,0.00,0.00,0.00,0.00,344.69
2020-05-14,0.00,0.00,0.00,0.00,0.00,0.00,389.79
2020-05-15,0.00,0.00,0.00,0.00,0.00,0.00,349.72
2020-05-16,0.00,0.00,0.00,0.00,0.00,0.00,856.69
2020-05-17,0.00,0.00,0.00,0.00,0.00,0.00,979.45
2020-05-18,0.00,0.00,0.00,0.00,0.00,0.00,1428.60
2020-05-19,0.00,0.00,0.00,0.00,0.00,0.00,338.69
2020-05-20,0.00,0.00,0.00,0.00,0.00,0.00,319.78
2020-05-21,0.00,0.00,0.00,0.00,0.00,0.00,270.83
2020-05-22,0.00,0.00,0.00,0.00,0.00,0.00,571.65
2020-05-23,0.00,0.00,0.00,0.00,0.00,0.00,546.58
2020-05-24,0.00,0.00,0.00,0.00,0.00,0.00,796.60
2020-05-25,0.00,0.00,0.00,0.00,0.00,0.00,1435.56
2020-05-26,0.00,0.00,0.00,0.00,0.00,0.00,1109.36
2020-05-27,0.00,0.00,0.00,0.00,0.00,0.00,485.51
2020-05-28,0.00,0.00,0.00,0.00,0.00,0.00,611.69
2020-05-29,0.00,0.00,0.00,0.00,0.00,0.00,642.60
2020-05-30,0.00,0.00,0.00,0.00,0.00,0.00,795.66
2020-05-31,0.00,0.00,0.00,0.00,0.00,0.00,1475.24
2020-06-01,0.00,0.00,0.00,0.00,0.00,0.00,1463.36
2020-06-02,0.00,0.00,0.00,0.00,0.00,0.00,562.52
2020-06-03,0.00,0.00,0.00,0.00,0.00,0.00,796.58
2020-06-04,0.00,0.00,0.00,0.00,0.00,0.00,1105.41
2020-06-05,0.00,0.00,0.00,0.00,0.00,0.00,835.52
2020-06-06,0.00,0.00,0.00,0.00,0.00,0.00,1294.43
2020-06-07,0.00,0.00,0.00,0.00,0.00,0.00,2136.33
2020-06-08,0.00,0.00,0.00,0.00,0.00,0.00,915.60
2020-06-09,0.00,0.00,0.00,0.00,0.00,0.00,753.58
2020-06-10,0.00,0.00,0.00,0.00,0.00,0.00,624.69
2020-06-11,0.00,0.00,0.00,0.00,0.00,0.00,399.74
2020-06-12,0.00,0.00,0.00,0.00,0.00,0.00,1236.48
2020-06-13,0.00,0.00,0.00,0.00,0.00,0.00,1834.46
2020-06-14,0.00,0.00,0.00,0.00,0.00,0.00,1264.40
2020-06-15,0.00,0.00,0.00,0.00,0.00,0.00,856.53
2020-06-16,0.00,0.00,0.00,0.00,0.00,0.00,860.48
2020-06-17,0.00,0.00,0.00,0.00,0.00,0.00,463.72
2020-06-18,0.00,0.00,0.00,0.00,0.00,0.00,1271.51
2020-06-19,0.00,0.00,0.00,0.00,0.00,0.00,761.64
2020-06-20,0.00,0.00,0.00,0.00,0.00,0.00,478.68
2020-06-21,0.00,0.00,0.00,0.00,0.00,0.00,945.40
2020-06-22,0.00,0.00,0.00,0.00,0.00,0.00,858.56
2020-06-23,0.00,0.00,0.00,0.00,0.00,0.00,671.66
2020-06-24,0.00,0.00,0.00,0.00,0.00,0.00,722.59
2020-06-25,0.00,0.00,0.00,0.00,0.00,0.00,1116.57
2020-06-26,0.00,0.00,0.00,0.00,0.00,0.00,1533.17
2020-06-27,0.00,0.00,0.00,0.00,0.00,0.00,1583.39
2020-06-28,0.00,0.00,0.00,0.00,0.00,0.00,839.66
2020-06-29,0.00,0.00,0.00,0.00,0.00,0.00,268.79
2020-06-30,0.00,0.00,0.00,0.00,0.00,0.00,782.55
2020-07-01,0.00,0.00,0.00,0.00,0.00,0.00,619.55
2020-07-02,0.00,0.00,0.00,0.00,0.00,0.00,711.70
2020-07-03,0.00,0.00,0.00,0.00,0.00,0.00,840.63
2020-07-04,0.00,0.00,0.00,0.00,0.00,0.00,1340.51
2020-07-05,0.00,0.00,0.00,0.00,0.00,0.00,1558.31
2020-07-06,0.00,0.00,0.00,0.00,0.00,0.00,1203.30
2020-07-07,0.00,0.00,0.00,0.00,0.00,0.00,580.61
2020-07-08,0.00,0.00,0.00,0.00,0.00,0.00,626.70
2020-07-09,0.00,0.00,0.00,0.00,0.00,0.00,208.75
2020-07-10,0.00,0.00,0.00,0.00,0.00,0.00,516.68
2020-07-11,0.00,0.00,0.00,0.00,0.00,0.00,301.78
2020-07-12,0.00,0.00,0.00,0.00,0.00,0.00,1296.52
2020-07-13,0.00,0.00,0.00,0.00,0.00,0.00,724.69
2020-07-14,0.00,0.00,0.00,0.00,0.00,0.00,985.51
2020-07-15,0.00,0.00,0.00,0.00,0.00,0.00,674.70
2020-07-16,0.00,0.00,0.00,0.00,0.00,0.00,1273.41
2020-07-17,0.00,0.00,0.00,0.00,0.00,0.00,436.77
2020-07-18,0.00,0.00,0.00,0.00,0.00,0.00,951.70
2020-07-19,0.00,0.00,0.00,0.00,0.00,0.00,630.70
2020-07-20,0.00,0.00,0.00,0.00,0.00,0.00,816.72
2020-07-21,0.00,0.00,0.00,0.00,0.00,0.00,681.48
2020-07-22,0.00,0.00,0.00,0.00,0.00,0.00,849.54
2020-07-23,0.00,0.00,0.00,0.00,0.00,0.00,753.75
2020-07-24,0.00,0.00,0.00,0.00,0.00,0.00,654.70
2020-07-25,0.00,0.00,0.00,0.00,0.00,0.00,659.65
2020-07-26,0.00,0.00,0.00,0.00,0.00,0.00,1381.58
2020-07-27,0.00,0.00,0.00,0.00,0.00,0.00,508.69
2020-07-28,0.00,0.00,0.00,0.00,0.00,0.00,1352.29
2020-07-29,0.00,0.00,0.00,0.00,0.00,0.00,386.66
2020-07-30,0.00,0.00,0.00,0.00,0.00,0.00,705.60
2020-07-31,0.00,0.00,0.00,0.00,0.00,0.00,454.66
2020-08-01,0.00,0.00,0.00,0.00,0.00,0.00,949.58
2020-08-02,0.00,0.00,0.00,0.00,0.00,0.00,626.61
2020-08-03,0.00,0.00,0.00,0.00,0.00,0.00,576.71
2020-08-04,0.00,0.00,0.00,0.00,0.00,0.00,948.48
2020-08-05,0.00,0.00,0.00,0.00,0.00,0.00,835.50
2020-08-06,0.00,0.00,0.00,0.00,0.00,0.00,618.66
2020-08-07,0.00,0.00,0.00,0.00,0.00,0.00,569.64
2020-08-08,0.00,0.00,0.00,0.00,0.00,0.00,411.78
2020-08-09,0.00,0.00,0.00,0.00,0.00,0.00,1094.60
2020-08-10,0.00,0.00,0.00,0.00,0.00,0.00,553.68
2020-08-11,0.00,0.00,0.00,0.00,0.00,0.00,505.67
2020-08-12,0.00,0.00,0.00,0.00,0.00,0.00,791.59
2020-08-13,0.00,0.00,0.00,0.00,0.00,0.00,631.57
2020-08-14,0.00,0.00,0.00,0.00,0.00,0.00,944.56
2020-08-15,0.00,0.00,0.00,0.00,0.00,0.00,1069.54
2020-08-16,0.00,0.00,0.00,0.00,0.00,0.00,759.53
2020-08-17,0.00,0.00,0.00,0.00,0.00,0.00,495.76
2020-08-18,0.00,0.00,0.00,0.00,0.00,0.00,567.57
2020-08-19,0.00,0.00,0.00,0.00,0.00,0.00,446.62
2020-08-20,0.00,0.00,0.00,0.00,0.00,0.00,939.54
2020-08-21,0.00,0.00,0.00,0.00,0.00,0.00,1094.55
2020-08-22,0.00,0.00,0.00,0.00,0.00,0.00,538.74
2020-08-23,0.00,0.00,0.00,0.00,0.00,0.00,938.50
2020-08-24,0.00,0.00,0.00,0.00,0.00,0.00,587.67
2020-08-25,0.00,0.00,0.00,0.00,0.00,0.00,426.54
2020-08-26,0.00,0.00,0.00,0.00,0.00,0.00,599.58
2020-08-27,0.00,0.00,0.00,0.00,0.00,0.00,502.73
2020-08-28,0.00,0.00,0.00,0.00,0.00,0.00,409.74
2020-08-29,0.00,0.00,0.00,0.00,0.00,0.00,1391.49
2020-08-30,0.00,0.00,0.00,0.00,0.00,0.00,757.62
2020-08-31,0.00,0.00,0.00,0.00,0.00,0.00,703.75
2020-09-01,0.00,0.00,0.00,0.00,0.00,0.00,544.55
2020-09-02,0.00,0.00,0.00,0.00,0.00,0.00,1047.32
2020-09-03,0.00,0.00,0.00,0.00,0.00,0.00,1281.42
2020-09-04,0.00,0.00,0.00,0.00,0.00,0.00,770.49
2020-09-05,0.00,0.00,0.00,0.00,0.00,0.00,736.70
2020-09-06,0.00,0.00,0.00,0.00,0.00,0.00,3074.27
2020-09-07,0.00,0.00,0.00,0.00,0.00,0.00,749.68
2020-09-08,0.00,0.00,0.00,0.00,0.00,0.00,952.54
2020-09-09,0.00,0.00,0.00,0.00,0.00,0.00,542.65
2020-09-10,0.00,0.00,0.00,0.00,0.00,0.00,406.72
2020-09-11,0.00,0.00,0.00,0.00,0.00,0.00,986.56
2020-09-12,0.00,0.00,0.00,0.00,0.00,0.00,661.65
2020-09-13,0.00,0.00,0.00,0.00,0.00,0.00,654.51
2020-09-14,0.00,0.00,0.00,0.00,0.00,0.00,999.50
2020-09-15,0.00,0.00,0.00,0.00,0.00,0.00,525.62
2020-09-16,0.00,0.00,0.00,0.00,0.00,0.00,1178.48
2020-09-17,0.00,0.00,0.00,0.00,0.00,0.00,628.79
2020-09-18,0.00,0.00,0.00,0.00,0.00,0.00,637.64
2020-09-19,0.00,0.00,0.00,0.00,0.00,0.00,1254.57
2020-09-20,0.00,0.00,0.00,0.00,0.00,0.00,1088.50
2020-09-21,0.00,0.00,0.00,0.00,0.00,0.00,1193.55
2020-09-22,0.00,0.00,0.00,0.00,0.00,0.00,1326.31
2020-09-23,0.00,0.00,0.00,0.00,0.00,0.00,839.52
2020-09-24,0.00,0.00,0.00,0.00,0.00,0.00,1128.49
2020-09-25,0.00,0.00,0.00,0.00,0.00,0.00,979.59
2020-09-26,0.00,0.00,0.00,0.00,0.00,0.00,794.71
2020-09-27,0.00,0.00,0.00,0.00,0.00,0.00,848.58
2020-09-28,0.00,0.00,0.00,0.00,0.00,0.00,734.76
2020-09-29,0.00,0.00,0.00,0.00,0.00,0.00,736.52
2020-09-30,0.00,0.00,0.00,0.00,0.00,0.00,286.72
2020-10-01,0.00,0.00,0.00,0.00,0.00,0.00,476.75
2020-10-02,0.00,0.00,0.00,0.00,0.00,0.00,807.64
2020-10-03,0.00,0.00,0.00,0.00,0.00,0.00,764.71
2020-10-04,0.00,0.00,0.00,0.00,0.00,0.00,1785.29
2020-10-05,0.00,0.00,0.00,0.00,0.00,0.00,1439.51
2020-10-06,0.00,0.00,0.00,0.00,0.00,0.00,566.49
2020-10-07,0.00,0.00,0.00,0.00,0.00,0.00,1032.55
2020-10-08,0.00,0.00,0.00,0.00,0.00,0.00,575.62
2020-10-09,0.00,0.00,0.00,0.00,0.00,0.00,689.58
2020-10-10,0.00,0.00,0.00,0.00,0.00,0.00,1061.54
2020-10-11,0.00,0.00,0.00,0.00,0.00,0.00,1390.35
2020-10-12,0.00,0.00,0.00,0.00,0.00,0.00,2620.15
2020-10-13,0.00,0.00,0.00,0.00,0.00,0.00,1722.86
2020-10-14,0.00,0.00,0.00,0.00,0.00,0.00,2063.19
2020-10-15,0.00,0.00,0.00,0.00,0.00,0.00,2275.33
2020-10-16,0.00,0.00,0.00,0.00,0.00,0.00,666.71
2020-10-17,0.00,0.00,0.00,0.00,0.00,0.00,864.68
2020-10-18,0.00,0.00,0.00,0.00,0.00,0.00,638.63
2020-10-19,0.00,0.00,0.00,0.00,0.00,0.00,546.71
2020-10-20,0.00,0.00,0.00,0.00,0.00,0.00,970.29
2020-10-21,0.00,0.00,0.00,0.00,0.00,0.00,937.56
2020-10-22,0.00,0.00,0.00,0.00,0.00,0.00,716.66
2020-10-23,0.00,0.00,0.00,0.00,0.00,0.00,1162.54
2020-10-24,0.00,0.00,0.00,0.00,0.00,0.00,764.54
2020-10-25,0.00,0.00,0.00,0.00,0.00,0.00,1549.25
2020-10-26,0.00,0.00,0.00,0.00,0.00,0.00,955.56
2020-10-27,0.00,0.00,0.00,0.00,0.00,0.00,677.49
2020-10-28,0.00,0.00,0.00,0.00,0.00,0.00,880.43
2020-10-29,0.00,0.00,0.00,0.00,0.00,0.00,528.49
2020-10-30,0.00,0.00,0.00,0.00,0.00,0.00,703.50
2020-10-31,0.00,0.00,0.00,0.00,0.00,0.00,1177.32
2020-11-01,0.00,0.00,0.00,0.00,0.00,0.00,1283.50
2020-11-02,0.00,0.00,0.00,0.00,0.00,0.00,1145.44
2020-11-03,0.00,0.00,0.00,0.00,0.00,0.00,1051.29
2020-11-04,0.00,0.00,0.00,0.00,0.00,0.00,714.60
2020-11-05,0.00,0.00,0.00,0.00,0.00,0.00,401.71
2020-11-06,0.00,0.00,0.00,0.00,0.00,0.00,710.61
2020-11-07,0.00,0.00,0.00,0.00,0.00,0.00,940.49
2020-11-08,0.00,0.00,0.00,0.00,0.00,0.00,1418.30
2020-11-09,0.00,0.00,0.00,0.00,0.00,0.00,1698.35
2020-11-10,0.00,0.00,0.00,0.00,0.00,0.00,1047.35
2020-11-11,0.00,0.00,0.00,0.00,0.00,0.00,734.40
2020-11-12,0.00,0.00,0.00,0.00,0.00,0.00,849.57
2020-11-13,0.00,0.00,0.00,0.00,0.00,0.00,1206.43
2020-11-14,0.00,0.00,0.00,0.00,0.00,0.00,606.72
2020-11-15,0.00,0.00,0.00,0.00,0.00,0.00,1373.52
2020-11-16,0.00,0.00,0.00,0.00,0.00,0.00,690.60
2020-11-17,0.00,0.00,0.00,0.00,0.00,0.00,657.49
2020-11-18,0.00,0.00,0.00,0.00,0.00,0.00,633.55
2020-11-19,0.00,0.00,0.00,0.00,0.00,0.00,451.61
2020-11-20,0.00,0.00,0.00,0.00,0.00,0.00,957.43
2020-11-21,0.00,0.00,0.00,0.00,0.00,0.00,811.69
2020-11-22,0.00,0.00,0.00,0.00,0.00,0.00,1009.29
2020-11-23,0.00,0.00,0.00,0.00,0.00,0.00,1117.38
2020-11-24,0.00,0.00,0.00,0.00,0.00,0.00,769.56
2020-11-25,0.00,0.00,0.00,0.00,0.00,0.00,973.48
2020-11-26,0.00,0.00,0.00,0.00,0.00,0.00,445.63
2020-11-27,0.00,0.00,0.00,0.00,0.00,0.00,531.65
2020-11-28,0.00,0.00,0.00,0.00,0.00,0.00,454.66
2020-11-29,0.00,0.00,0.00,0.00,0.00,0.00,1231.46
2020-11-30,0.00,0.00,0.00,0.00,0.00,0.00,763.60
2020-12-01,0.00,0.00,0.00,0.00,0.00,0.00,888.37
2020-12-02,0.00,0.00,0.00,0.00,0.00,0.00,1045.36
2020-12-03,0.00,0.00,0.00,0.00,0.00,0.00,1123.46
2020-12-04,0.00,0.00,0.00,0.00,0.00,0.00,937.64
2020-12-05,0.00,0.00,0.00,0.00,0.00,0.00,574.63
2020-12-06,0.00,0.00,0.00,0.00,0.00,0.00,596.63
2020-12-07,0.00,0.00,0.00,0.00,0.00,0.00,651.63
2020-12-08,0.00,0.00,0.00,0.00,0.00,0.00,754.45
2020-12-09,0.00,0.00,0.00,0.00,0.00,0.00,486.56
2020-12-10,0.00,0.00,0.00,0.00,0.00,0.00,851.50
2020-12-11,0.00,0.00,0.00,0.00,0.00,0.00,1008.40
2020-12-12,0.00,0.00,0.00,0.00,0.00,0.00,811.58
2020-12-13,0.00,0.00,0.00,0.00,0.00,0.00,1156.43
2020-12-14,0.00,0.00,0.00,0.00,0.00,0.00,845.58
2020-12-15,0.00,0.00,0.00,0.00,0.00,0.00,635.53
2020-12-16,0.00,0.00,0.00,0.00,0.00,0.00,514.76
2020-12-17,0.00,0.00,0.00,0.00,0.00,0.00,201.89
2020-12-18,0.00,0.00,0.00,0.00,0.00,0.00,1269.48
2020-12-19,0.00,0.00,0.00,0.00,0.00,0.00,936.52
2020-12-20,0.00,0.00,0.00,0.00,0.00,0.00,754.48
2020-12-21,0.00,0.00,0.00,0.00,0.00,0.00,973.54
2020-12-22,0.00,0.00,0.00,0.00,0.00,0.00,1043.50
2020-12-23,0.00,0.00,0.00,0.00,0.00,0.00,823.48
2020-12-24,0.00,0.00,0.00,0.00,0.00,0.00,991.65
2020-12-25,0.00,0.00,0.00,0.00,0.00,0.00,454.63
2020-12-26,0.00,0.00,0.00,0.00,0.00,0.00,679.76
2020-12-27,0.00,0.00,0.00,0.00,0.00,0.00,1490.38
2020-12-28,0.00,0.00,0.00,0.00,0.00,0.00,844.59
2020-12-29,0.00,0.00,0.00,0.00,0.00,0.00,466.56
2020-12-30,0.00,0.00,0.00,0.00,0.00,0.00,1043.49
2020-12-31,0.00,0.00,0.00,0.00,0.00,0.00,590.61
2021-01-01,0.00,0.00,0.00,0.00,0.00,0.00,1110.55
2021-01-02,0.00,0.00,0.00,0.00,0.00,0.00,1269.57
2021-01-03,0.00,0.00,0.00,0.00,0.00,0.00,888.41
2021-01-04,0.00,0.00,0.00,0.00,0.00,0.00,609.64
2021-01-05,0.00,0.00,0.00,0.00,0.00,0.00,281.59
2021-01-06,0.00,0.00,0.00,0.00,0.00,0.00,1350.40
2021-01-07,0.00,0.00,0.00,0.00,0.00,0.00,704.56
2021-01-08,0.00,0.00,0.00,0.00,0.00,0.00,962.45
2021-01-09,0.00,0.00,0.00,0.00,0.00,0.00,496.68
2021-01-10,0.00,0.00,0.00,0.00,0.00,0.00,756.56
2021-01-11,0.00,0.00,0.00,0.00,0.00,0.00,963.38
2021-01-12,0.00,0.00,0.00,0.00,0.00,0.00,903.32
2021-01-13,0.00,0.00,0.00,0.00,0.00,0.00,441.67
2021-01-14,0.00,0.00,0.00,0.00,0.00,0.00,304.84
2021-01-15,0.00,0.00,0.00,0.00,0.00,0.00,579.77
2021-01-16,0.00,0.00,0.00,0.00,0.00,0.00,411.74
2021-01-17,0.00,0.00,0.00,0.00,0.00,0.00,546.67
2021-01-18,0.00,0.00,0.00,0.00,0.00,0.00,608.62
2021-01-19,0.00,0.00,0.00,0.00,0.00,0.00,767.44
2021-01-20,0.00,0.00,0.00,0.00,0.00,0.00,616.63
2021-01-21,0.00,0.00,0.00,0.00,0.00,0.00,561.72
2021-01-22,0.00,0.00,0.00,0.00,0.00,0.00,551.61
2021-01-23,0.00,0.00,0.00,0.00,0.00,0.00,1024.63
2021-01-24,0.00,0.00,0.00,0.00,0.00,0.00,1569.38
2021-01-25,0.00,0.00,0.00,0.00,0.00,0.00,591.69
2021-01-26,0.00,0.00,0.00,0.00,0.00,0.00,625.59
2021-01-27,0.00,0.00,0.00,0.00,0.00,0.00,565.62
2021-01-28,0.00,0.00,0.00,0.00,0.00,0.00,416.68
2021-01-29,0.00,0.00,0.00,0.00,0.00,0.00,803.54
2021-01-30,0.00,0.00,0.00,0.00,0.00,0.00,515.64
2021-01-31,0.00,0.00,0.00,0.00,0.00,0.00,779.57
2021-02-01,0.00,0.00,0.00,0.00,0.00,0.00,1309.41
2021-02-02,0.00,0.00,0.00,0.00,0.00,0.00,560.61
2021-02-03,0.00,0.00,0.00,0.00,0.00,0.00,1196.54
2021-02-04,0.00,0.00,0.00,0.00,0.00,0.00,734.62
2021-02-05,0.00,0.00,0.00,0.00,0.00,0.00,704.56
2021-02-06,0.00,0.00,0.00,0.00,0.00,0.00,954.55
2021-02-07,0.00,0.00,0.00,0.00,0.00,0.00,811.66
2021-02-08,0.00,0.00,0.00,0.00,0.00,0.00,684.67
2021-02-09,0.00,0.00,0.00,0.00,0.00,0.00,638.48
2021-02-10,0.00,0.00,0.00,0.00,0.00,0.00,551.65
2021-02-11,0.00,0.00,0.00,0.00,0.00,0.00,796.61
2021-02-12,0.00,0.00,0.00,0.00,0.00,0.00,344.75
2021-02-13,0.00,0.00,0.00,0.00,0.00,0.00,901.48
2021-02-14,0.00,0.00,0.00,0.00,0.00,0.00,935.58
2021-02-15,0.00,0.00,0.00,0.00,0.00,0.00,1104.46
