date,au_na,au_sa,au_eu,au_af,au_as,au_au,au_ww
2019-05-12,1399,790,134,233,2148,869,5573
2019-05-13,1642,584,161,175,1874,1193,5629
2019-05-14,1576,937,249,217,1285,1005,5269
2019-05-15,1618,924,106,200,1269,1014,5131
2019-05-16,1375,793,304,63,1459,1137,5131
2019-05-17,1743,978,202,83,944,1195,5145
2019-05-18,1470,982,115,175,1559,873,5174
2019-05-19,1533,1264,261,121,1215,1034,5428
2019-05-20,1790,929,247,202,1342,970,5480
2019-05-21,1693,1191,352,123,824,1063,5246
2019-05-22,1358,814,271,106,1486,941,4976
2019-05-23,1590,862,132,124,1373,938,5019
2019-05-24,1436,902,132,245,1190,1140,5045
2019-05-25,1564,749,108,52,1618,875,4966
2019-05-26,1665,980,133,196,835,1165,4974
2019-05-27,1630,1102,321,69,977,1024,5123
2019-05-28,1642,641,298,72,1511,750,4914
2019-05-29,1434,1246,341,99,991,908,5019
2019-05-30,1515,547,152,67,1539,1249,5069
2019-05-31,1549,1121,298,112,1043,942,5065
2019-06-01,1559,1107,343,79,1015,912,5015
2019-06-02,1671,1234,161,59,967,1114,5206
2019-06-03,1390,891,366,113,1752,849,5361
2019-06-04,1587,1092,312,210,1008,796,5005
2019-06-05,1748,535,129,115,1314,1236,5077
2019-06-06,1338,1080,293,140,977,1235,5063
2019-06-07,1297,1003,285,185,1301,952,5023
2019-06-08,1662,642,334,53,1406,974,5071
2019-06-09,1702,620,161,57,1867,1004,5411
2019-06-10,1807,1251,349,106,867,972,5352
2019-06-11,1646,1075,237,205,850,1047,5060
2019-06-12,1664,944,247,56,1095,1047,5053
2019-06-13,1551,605,180,224,1516,984,5060
2019-06-14,1713,650,173,184,1178,1089,4987
2019-06-15,1274,921,243,52,1666,895,5051
2019-06-16,1325,763,153,243,1699,1099,5282
2019-06-17,1635,964,200,214,1012,1180,5205
2019-06-18,1780,924,304,251,1100,781,5140
2019-06-19,1632,636,109,71,1490,1036,4974
2019-06-20,1778,669,321,125,1334,877,5104
2019-06-21,1662,953,226,203,1091,885,5020
2019-06-22,1469,976,328,179,1298,755,5005
2019-06-23,1412,1233,203,171,1030,1070,5119
2019-06-24,1516,647,246,72,1799,899,5179
2019-06-25,1488,1008,291,211,925,991,4914
2019-06-26,1709,826,312,146,860,1082,4935
2019-06-27,1312,522,255,170,1492,1076,4827
2019-06-28,1564,1173,151,108,932,905,4833
2019-06-29,1294,507,182,206,1554,1172,4915
2019-06-30,1604,835,353,130,893,1236,5051
2019-07-01,1451,996,331,244,892,1248,5162
2019-07-02,1580,619,221,62,1359,1047,4888
2019-07-03,1323,889,149,207,1220,1091,4879
2019-07-04,1416,813,244,212,1251,872,4808
2019-07-05,1334,910,234,121,1261,981,4841
2019-07-06,1455,800,166,183,1319,959,4882
2019-07-07,1650,758,261,259,1422,873,5223
2019-07-08,1687,1141,359,207,509,1255,5158
2019-07-09,1240,1125,200,186,1148,864,4763
2019-07-10,1454,1122,122,64,1205,890,4857
2019-07-11,1537,572,213,193,1190,1127,4832
2019-07-12,1308,720,214,209,1591,867,4909
2019-07-13,1418,891,245,136,1368,816,4874
2019-07-14,1407,534,285,162,1483,1180,5051
2019-07-15,1525,699,181,236,1571,908,5120
2019-07-16,1554,1175,323,147,695,908,4802
2019-07-17,1333,630,238,231,1211,1151,4794
2019-07-18,1390,821,169,163,1418,810,4771
2019-07-19,1367,1022,262,103,1072,975,4801
2019-07-20,1392,1189,204,137,1168,776,4866
2019-07-21,1409,969,226,162,1549,767,5082
2019-07-22,1672,847,154,218,1188,1044,5123
2019-07-23,1574,839,297,90,887,1067,4754
2019-07-24,1264,717,133,231,1270,1151,4766
2019-07-25,1399,879,254,127,933,1072,4664
2019-07-26,1636,1108,318,101,605,968,4736
2019-07-27,1641,1181,134,216,656,921,4749
2019-07-28,1467,626,134,194,1307,1175,4903
2019-07-29,1273,623,140,96,1861,979,4972
2019-07-30,1458,614,125,106,1497,905,4705
2019-07-31,1347,491,214,191,1512,926,4681
2019-08-01,1651,643,173,97,1129,1028,4721
2019-08-02,1316,1060,111,136,1152,1011,4786
2019-08-03,1462,487,135,57,1562,944,4647
2019-08-04,1654,836,331,114,1158,856,4949
2019-08-05,1471,1069,260,73,1135,988,4996
2019-08-06,1348,641,113,217,1497,874,4690
2019-08-07,1337,903,124,171,1359,810,4704
2019-08-08,1509,889,236,132,936,1020,4722
2019-08-09,1455,580,153,86,1473,912,4659
2019-08-10,1337,937,126,171,1286,822,4679
2019-08-11,1575,873,119,165,1047,1160,4939
2019-08-12,1413,1078,333,86,1326,791,5027
2019-08-13,1274,512,238,164,1364,1111,4663
2019-08-14,1339,901,138,57,1628,732,4795
2019-08-15,1343,686,135,182,1299,1023,4668
2019-08-16,1543,701,275,229,992,1018,4758
2019-08-17,1240,1048,212,87,1197,978,4762
2019-08-18,1643,812,170,221,835,1031,4712
2019-08-19,1253,709,103,133,1725,721,4644
2019-08-20,1178,720,249,66,1601,830,4644
2019-08-21,1483,918,99,209,794,1043,4546
2019-08-22,1510,1132,231,154,492,1044,4563
2019-08-23,1253,477,168,73,1626,964,4561
2019-08-24,1392,703,295,87,1218,817,4512
2019-08-25,1213,1067,157,96,1244,893,4670
2019-08-26,1209,1046,279,204,867,1044,4649
2019-08-27,1229,686,151,187,1435,690,4378
2019-08-28,1359,783,176,67,1089,871,4345
2019-08-29,1497,1022,130,78,880,860,4467
2019-08-30,1133,580,175,74,1610,875,4447
2019-08-31,1290,495,290,165,1287,923,4450
2019-09-01,1365,1120,313,186,585,1030,4599
2019-09-02,1308,1135,211,206,796,925,4581
2019-09-03,1493,995,148,44,652,1107,4439
2019-09-04,1148,457,91,206,1403,1085,4390
2019-09-05,1433,889,192,203,596,1101,4414
2019-09-06,1144,695,168,182,1428,721,4338
2019-09-07,1294,692,92,94,1112,1037,4321
2019-09-08,1299,860,152,151,978,1131,4571
2019-09-09,1474,850,313,83,808,1072,4600
2019-09-10,1382,621,288,103,917,1021,4332
2019-09-11,1343,525,159,168,1204,994,4393
2019-09-12,1282,758,221,103,1120,848,4332
2019-09-13,1144,966,108,185,1075,845,4323
2019-09-14,1524,576,134,123,943,1092,4392
2019-09-15,1456,798,143,70,1009,1042,4518
2019-09-16,1364,553,132,195,1097,1097,4438
2019-09-17,1337,1074,260,107,555,1037,4370
2019-09-18,1420,456,167,211,1254,824,4332
2019-09-19,1353,1052,236,195,632,862,4330
2019-09-20,1363,856,132,185,888,891,4315
2019-09-21,1212,955,284,152,765,907,4275
2019-09-22,1293,564,287,129,1175,737,4185
2019-09-23,1536,744,239,63,1118,736,4436
2019-09-24,1545,578,213,113,1170,839,4458
2019-09-25,1379,943,178,54,710,1055,4319
2019-09-26,1219,573,284,209,1169,845,4299
2019-09-27,1496,637,104,57,1272,797,4363
2019-09-28,1288,525,209,206,1198,959,4385
2019-09-29,1514,457,298,186,1164,836,4455
2019-09-30,1407,491,274,176,1475,751,4574
2019-10-01,1238,891,198,160,987,967,4441
2019-10-02,1130,443,285,168,1511,793,4330
2019-10-03,1453,740,196,61,1092,742,4284
2019-10-04,1485,842,153,180,601,1043,4304
2019-10-05,1158,1054,145,47,1141,812,4357
2019-10-06,1311,996,254,84,1126,698,4469
2019-10-07,1223,570,110,196,1705,720,4524
2019-10-08,1260,848,250,193,1082,701,4334
2019-10-09,1145,969,214,134,979,897,4338
2019-10-10,1361,884,152,73,896,946,4312
2019-10-11,1517,596,98,195,1017,937,4360
2019-10-12,1350,846,148,107,918,968,4337
2019-10-13,1219,487,287,50,1554,786,4383
2019-10-14,1150,777,145,46,1536,702,4356
2019-10-15,1382,594,238,173,749,1040,4176
2019-10-16,1375,754,275,198,512,1004,4118
2019-10-17,1174,808,275,190,897,804,4148
2019-10-18,1286,665,204,189,1132,621,4097
2019-10-19,1357,836,268,110,821,732,4124
2019-10-20,1437,576,109,198,1112,681,4113
2019-10-21,1268,803,179,123,1024,860,4257
2019-10-22,1367,787,108,116,904,823,4105
2019-10-23,1216,834,158,74,779,1016,4077
2019-10-24,1043,684,117,100,1340,825,4109
2019-10-25,1135,983,141,158,657,949,4023
2019-10-26,1256,627,148,146,1152,683,4012
2019-10-27,1199,880,271,142,935,607,4034
2019-10-28,1065,966,262,86,1000,630,4009
2019-10-29,1313,735,271,152,575,924,3970
2019-10-30,1191,462,213,119,1186,832,4003
2019-10-31,1149,662,231,128,1132,688,3990
2019-11-01,979,457,186,88,1258,932,3900
2019-11-02,1332,517,205,102,1042,700,3898
2019-11-03,1199,955,230,100,709,709,3902
2019-11-04,1329,477,158,75,1236,658,3933
2019-11-05,1074,486,253,109,1326,649,3897
2019-11-06,1231,721,265,49,632,964,3862
2019-11-07,1012,753,91,165,1113,904,4038
2019-11-08,1280,822,113,70,992,655,3932
2019-11-09,1269,892,211,131,469,864,3836
2019-11-10,1243,902,138,146,645,722,3796
2019-11-11,1061,768,113,149,968,759,3818
2019-11-12,1205,840,249,132,681,713,3820
2019-11-13,1153,820,233,41,868,725,3840
2019-11-14,1025,633,112,82,988,926,3766
2019-11-15,1066,429,136,187,1073,908,3799
2019-11-16,1188,606,244,99,838,760,3735
2019-11-17,966,473,176,59,1214,942,3830
2019-11-18,1094,795,187,102,950,725,3853
2019-11-19,999,395,177,158,1195,960,3884
2019-11-20,1335,824,99,185,532,941,3916
2019-11-21,1063,607,108,171,1200,875,4024
2019-11-22,1109,423,268,143,1119,818,3880
2019-11-23,1068,823,218,111,977,760,3957
2019-11-24,1216,656,256,173,943,711,3955
2019-11-25,1187,929,191,45,1005,669,4026
2019-11-26,1306,974,84,128,701,718,3911
2019-11-27,1144,919,174,79,707,832,3855
2019-11-28,1023,961,207,83,725,900,3899
2019-11-29,1068,822,97,149,923,798,3857
2019-11-30,1129,769,99,98,938,941,3974
2019-12-01,1294,947,237,127,538,708,3851
2019-12-02,1174,415,123,109,1177,970,3968
2019-12-03,1279,808,120,61,968,772,4008
2019-12-04,1022,467,245,87,1257,925,4003
2019-12-05,1342,651,247,183,850,727,4000
2019-12-06,1046,479,237,126,1131,927,3946
2019-12-07,1201,580,80,90,1130,868,3949
2019-12-08,1266,966,139,46,971,645,4033
2019-12-09,1023,514,89,191,1435,735,3987
2019-12-10,1400,824,233,119,539,935,4050
2019-12-11,1053,541,268,193,1135,801,3991
2019-12-12,1137,629,186,166,1100,844,4062
2019-12-13,1313,853,256,118,482,975,3997
2019-12-14,1373,984,167,126,507,850,4007
2019-12-15,1229,557,126,98,1363,745,4118
2019-12-16,1445,493,269,73,897,1008,4185
2019-12-17,1280,646,251,60,784,935,3956
2019-12-18,1081,477,94,177,1620,684,4133
2019-12-19,1219,957,167,148,573,987,4051
2019-12-20,1342,718,240,152,634,968,4054
2019-12-21,1217,614,97,183,1028,863,4002
2019-12-22,1051,458,187,49,1637,747,4129
2019-12-23,1391,617,139,125,1095,755,4122
2019-12-24,1188,580,197,75,1259,768,4067
2019-12-25,1254,539,275,192,878,939,4077
2019-12-26,1072,932,262,79,763,918,4026
2019-12-27,1040,905,90,59,1229,621,3944
2019-12-28,1142,467,114,143,1475,647,3988
2019-12-29,1091,810,171,146,1213,612,4043
2019-12-30,1201,472,247,172,1338,652,4082
2019-12-31,1101,670,132,121,1310,716,4050
2020-01-01,1312,772,202,101,640,959,3986
2020-01-02,1138,499,200,93,1112,903,3945
2020-01-03,1204,525,269,176,1100,652,3926
2020-01-04,1276,686,203,157,717,857,3896
2020-01-05,1334,634,93,68,1233,811,4173
2020-01-06,1326,820,201,133,737,940,4157
2020-01-07,1355,666,196,161,780,730,3888
2020-01-08,1342,854,199,83,514,947,3939
2020-01-09,1346,945,210,52,499,881,3933
2020-01-10,1213,425,176,54,1401,617,3886
2020-01-11,1012,385,90,75,1315,956,3833
2020-01-12,1290,608,243,81,971,818,4011
2020-01-13,1179,955,206,185,686,706,3917
2020-01-14,1199,926,244,133,542,716,3760
2020-01-15,989,908,103,162,1039,588,3789
2020-01-16,1059,588,225,110,966,843,3791
2020-01-17,1240,673,118,110,877,773,3791
2020-01-18,1060,631,187,155,990,695,3718
2020-01-19,1100,839,113,68,926,909,3955
2020-01-20,1194,594,241,178,1063,587,3857
2020-01-21,1056,785,260,91,832,707,3731
2020-01-22,1257,390,91,83,1076,790,3687
2020-01-23,978,392,237,166,1101,893,3767
2020-01-24,1047,907,84,116,703,874,3731
2020-01-25,1241,662,223,160,787,771,3844
2020-01-26,1068,427,108,89,1592,626,3910
2020-01-27,1271,795,177,92,844,740,3919
2020-01-28,1235,687,197,79,913,593,3704
2020-01-29,1088,432,74,45,1415,663,3717
2020-01-30,1091,531,130,89,1182,587,3610
2020-01-31,1119,707,193,116,564,861,3560
2020-02-01,909,508,186,99,1139,702,3543
2020-02-02,1035,453,82,39,1186,807,3602
2020-02-03,1288,816,78,116,695,692,3685
2020-02-04,1154,445,111,51,969,755,3485
2020-02-05,1089,492,231,132,695,862,3501
2020-02-06,1063,365,142,165,1063,696,3494
2020-02-07,1170,597,77,147,863,590,3444
2020-02-08,911,473,98,58,1085,851,3476
2020-02-09,1205,850,178,131,585,526,3475
2020-02-10,1036,842,229,123,329,835,3394
2020-02-11,1065,342,215,75,1044,663,3404
2020-02-12,1136,516,180,142,600,811,3385
2020-02-13,962,721,102,173,688,835,3481
2020-02-14,1217,647,102,100,578,851,3495
2020-02-15,1181,371,212,148,1075,551,3538
2020-02-16,1133,831,204,139,683,642,3632
2020-02-17,1163,829,218,75,523,877,3685
2020-02-18,1183,502,138,171,907,769,3670
2020-02-19,1014,619,157,49,869,895,3603
2020-02-20,1012,368,180,173,1340,564,3637
2020-02-21,1120,495,133,64,1103,738,3653
2020-02-22,1124,890,114,46,749,726,3649
2020-02-23,967,653,107,146,1303,640,3816
2020-02-24,964,717,168,171,884,902,3806
2020-02-25,926,718,117,120,844,856,3581
2020-02-26,1208,474,221,163,721,775,3562
2020-02-27,943,433,73,47,1404,704,3604
2020-02-28,1004,468,125,157,1281,535,3570
2020-02-29,1181,663,73,43,983,607,3550
2020-03-01,1023,375,172,100,1332,659,3661
2020-03-02,1143,399,226,153,1128,683,3732
2020-03-03,1026,858,139,144,590,754,3511
2020-03-04,1100,460,71,109,1185,575,3500
2020-03-05,1064,749,177,169,611,784,3554
2020-03-06,1020,409,81,42,1349,583,3484
2020-03-07,938,757,149,98,889,775,3606
2020-03-08,945,623,158,145,1178,628,3677
2020-03-09,1213,439,88,47,1085,796,3668
2020-03-10,1089,725,226,169,719,609,3537
2020-03-11,947,837,129,169,783,723,3588
2020-03-12,975,686,94,48,1205,544,3552
2020-03-13,1166,569,160,156,857,637,3545
2020-03-14,996,797,217,35,706,766,3517
2020-03-15,1107,799,145,91,633,874,3649
2020-03-16,1017,561,127,71,1135,738,3649
2020-03-17,1198,792,187,84,718,531,3510
2020-03-18,918,780,89,158,891,714,3550
2020-03-19,1141,783,155,59,640,719,3497
2020-03-20,1063,554,87,137,935,677,3453
2020-03-21,1157,463,179,61,791,825,3476
2020-03-22,1195,653,147,141,780,659,3575
2020-03-23,1083,366,126,97,1305,652,3629
2020-03-24,1148,475,83,54,1183,551,3494
2020-03-25,899,443,105,161,1038,861,3507
2020-03-26,945,428,241,98,1250,652,3614
2020-03-27,1198,662,75,46,1035,563,3579
2020-03-28,1008,764,129,51,687,855,3494
2020-03-29,1038,885,150,118,749,607,3547
2020-03-30,1153,647,218,116,761,651,3546
2020-03-31,1077,753,187,124,639,642,3422
2020-04-01,1107,610,178,132,723,649,3399
2020-04-02,1064,739,108,112,815,557,3395
2020-04-03,904,701,77,146,728,822,3378
2020-04-04,1041,691,198,46,669,693,3338
2020-04-05,1022,746,156,168,884,583,3559
2020-04-06,1242,564,179,161,704,703,3553
2020-04-07,958,778,83,106,885,575,3385
2020-04-08,1024,777,132,152,531,757,3373
2020-04-09,951,452,211,158,775,823,3370
2020-04-10,975,567,126,63,801,808,3340
2020-04-11,1062,543,182,153,736,685,3361
2020-04-12,1011,372,149,102,1257,526,3417
2020-04-13,1102,706,150,168,734,568,3428
2020-04-14,979,722,122,85,743,660,3311
2020-04-15,950,402,121,143,1002,661,3279
2020-04-16,1138,448,177,36,879,643,3321
2020-04-17,944,578,120,65,1060,562,3329
2020-04-18,1136,499,68,163,896,531,3293
2020-04-19,902,663,113,76,734,799,3287
2020-04-20,907,383,136,109,1038,736,3309
2020-04-21,880,609,79,133,1054,606,3361
2020-04-22,1120,714,85,64,785,547,3315
2020-04-23,1056,357,133,75,1048,650,3319
2020-04-24,835,349,179,69,1274,562,3268
2020-04-25,966,502,182,144,768,725,3287
2020-04-26,1134,400,189,128,717,729,3297
2020-04-27,853,644,81,44,1167,536,3325
2020-04-28,831,370,222,123,987,764,3297
2020-04-29,1044,620,152,99,405,714,3034
2020-04-30,848,449,117,91,917,665,3087
2020-05-01,1008,751,207,144,372,698,3180
2020-05-02,949,470,71,66,939,644,3139
2020-05-03,856,583,114,153,985,486,3177
2020-05-04,833,493,188,104,1078,492,3188
2020-05-05,850,445,204,118,947,488,3052
2020-05-06,780,313,211,78,1178,546,3106
2020-05-07,1040,531,99,42,818,570,3100
2020-05-08,854,599,121,110,858,572,3114
2020-05-09,971,310,89,66,969,665,3070
2020-05-10,872,786,78,62,756,624,3178
2020-05-11,856,688,86,51,996,515,3192
2020-05-12,951,520,208,34,597,739,3049
2020-05-13,793,377,140,85,1091,577,3063
2020-05-14,998,719,154,93,532,580,3076
2020-05-15,902,531,95,149,703,720,3100
2020-05-16,969,755,157,48,574,589,3092
2020-05-17,1036,429,190,81,785,661,3182
2020-05-18,829,624,153,32,1026,497,3161
2020-05-19,943,750,158,135,380,711,3077
2020-05-20,974,484,131,40,895,495,3019
2020-05-21,879,514,136,54,835,594,3012
2020-05-22,978,521,72,47,682,692,2992
2020-05-23,759,641,83,134,926,483,3026
2020-05-24,999,740,204,69,394,703,3109
2020-05-25,810,555,120,92,1017,532,3126
2020-05-26,1033,444,69,58,770,621,2995
2020-05-27,766,439,180,73,873,725,3056
2020-05-28,906,304,93,44,1030,639,3016
2020-05-29,768,526,159,45,777,681,2956
2020-05-30,923,394,101,121,950,513,3002
2020-05-31,821,596,209,138,609,689,3062
2020-06-01,833,422,178,134,865,689,3121
2020-06-02,828,440,63,39,900,726,2996
2020-06-03,859,601,142,119,833,464,3018
2020-06-04,1020,672,107,120,401,720,3040
2020-06-05,793,564,143,150,908,483,3041
2020-06-06,789,381,122,46,1197,503,3038
2020-06-07,849,650,89,38,979,494,3099
2020-06-08,1038,507,66,150,739,555,3055
2020-06-09,890,697,194,48,382,718,2929
2020-06-10,880,462,90,85,884,608,3009
2020-06-11,892,687,133,142,498,634,2986
2020-06-12,769,588,195,142,794,458,2946
2020-06-13,803,630,177,71,684,589,2954
2020-06-14,865,630,97,90,731,616,3029
2020-06-15,926,311,72,53,1239,476,3077
2020-06-16,944,348,206,68,979,499,3044
2020-06-17,889,579,175,99,639,641,3022
2020-06-18,754,352,70,56,1175,594,3001
2020-06-19,920,426,202,48,788,583,2967
2020-06-20,1033,676,193,96,438,594,3030
2020-06-21,825,624,128,84,762,648,3071
2020-06-22,847,331,116,47,1043,637,3021
2020-06-23,913,565,117,103,717,576,2991
2020-06-24,904,312,197,91,874,609,2987
2020-06-25,966,595,88,82,763,485,2979
2020-06-26,857,322,102,33,923,743,2980
2020-06-27,773,557,183,37,710,622,2882
2020-06-28,956,327,193,76,618,642,2812
2020-06-29,750,622,123,41,727,705,2968
2020-06-30,1002,585,124,139,402,641,2893
2020-07-01,824,607,153,104,724,451,2863
2020-07-02,807,632,140,96,642,562,2879
2020-07-03,887,482,155,59,636,630,2849
2020-07-04,883,454,157,114,773,477,2858
2020-07-05,783,318,178,90,1008,509,2886
2020-07-06,898,440,122,144,651,646,2901
